STATION,NAME,LATITUDE,LONGITUDE,ELEVATION
US1NYHR0020,"OLD FORGE 0.3 NE, NY US",43.7127,-74.9694,519.1
US1NYHR0023,"HERKIMER 0.6 SSE, NY US",43.021594,-74.986639,116.7
USR0000NSTO,"STONYKILL NEW YORK, NY US",41.5,-73.9,61
US1NYCN0016,"BAINBRIDGE 2.9 WSW, NY US",42.287202,-75.536347,348.7
US1NYSF0092,"AMITYVILLE 0.6 NNE, NY US",40.677211,-73.410293,6.1
US1NYNG0027,"LOCKPORT 2.8 WNW, NY US",43.189778,-78.744251,139.6
USC00301625,"COLDEN 1 W, NY US",42.6472,-78.7111,467.9
USC00309047,"WAVERLY, NY US",42.00193,-76.52497,243.8
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",43.35037,-76.38316,143.5
USC00309049,"WEBSTER 2 NE, NY US",43.2419,-77.3882,83.8
US1NYDT0035,"PLEASANT VALLEY 1.7 S, NY US",41.7237,-73.821,116.7
USW00054778,"PENN YAN AIRPORT, NY US",42.64405,-77.05286,267.4
US1NYER0096,"ELMA 2.7 WSW, NY US",42.8100395202637,-78.681266784668,254.5
USC00304952,"MACEDON, NY US",43.0731,-77.30196,142
US1NYDT0034,"HOPEWELL JUNCTION 2.8 NE, NY US",41.61016,-73.75855,103.6
US1NYDT0032,"MILLBROOK 2.5 NE, NY US",41.81,-73.659,232.6
US1NYRN0023,"WYANTSKILL 2.6 SW, NY US",42.663699,-73.687678,114
USC00305925,"NORTH CREEK 5 SE, NY US",43.6611,-73.8969,271.3
US1NYHR0018,"SALISBURY CENTER 1.8 NW, NY US",43.1626,-74.8088,423.4
US1NYRN0020,"TROY 2.1 NNE, NY US",42.759301,-73.65283,135.9
US1NYCN0002,"NORWICH 5.7 NE, NY US",42.583333,-75.433333,548.6
US1NYHR0016,"ILION 0.7 WSW, NY US",43.0088071,-75.0539063,160.9
US1NYER0098,"AMHERST 5.4 NNE, NY US",43.052068,-78.764317,176.8
USC00309292,"WEST POINT, NY US",41.3906,-73.9608,97.5
USC00300889,"BRIDGEHAMPTON, NY US",40.952,-72.2977,12.8
USW00054780,"MONTAUK AIRPORT, NY US",41.073056,-71.923505,2
US1NYSC0002,"SCOTIA 1.1 NW, NY US",42.844727,-73.974841,83.5
US1NYNG0030,"LOCKPORT 2.5 ESE, NY US",43.15207,-78.65338,195.7
USC00301974,"DANSVILLE, NY US",42.56477,-77.71762,201.2
US1NYNG0032,"RAPIDS 1.0 SW, NY US",43.0918,-78.6568,178.9
US1NYDT0037,"RHINEBECK 3.4 N, NY US",41.97735,-73.90559,75.9
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",40.73443,-73.41637,22.8
US1NYRN0015,"TROY 0.7 E, NY US",42.735585,-73.662524,132.3
US1NYRN0013,"TROY 6.9 NE, NY US",42.79035,-73.56226,209.7
USC00304844,"LOCKPORT 4 E, NY US",43.18769,-78.60912,185.9
US1NYSC0017,"PATTERSONVILLE 4.2 SSW, NY US",42.831642,-74.115236,389.2
US1NYSC0016,"NISKAYUNA 2.0 N, NY US",42.846449,-73.899173,82.9
US1NYMR0078,"WEBSTER 4.8 W, NY US",43.20533,-77.51705,129.8
US1NYAB0010,"RENSSELAERVILLE 2.1 NNW, NY US",42.545481,-74.147484,488.3
US1NYCM0021,"ELMIRA 1.2 WNW, NY US",42.1021347045898,-76.8303680419922,284.1
US1NYMR0084,"FAIRPORT 0.9 W, NY US",43.09827,-77.46167,129.5
US1NYOR0004,"WARWICK 3.2 WNW, NY US",41.268357,-74.415952,189.3
USC00302934,"FORT DRUM, NY US",44.05924,-75.71006,213.4
US1NYYT0012,"PENN YAN 5.1 NNW, NY US",42.7327308,-77.0778852,334.7
US1NYYT0013,"PENN YAN 7.2 NE, NY US",42.745432,-76.97246,148.4
US1NYCM0024,"CHEMUNG 5.7 N, NY US",42.0913,-76.6281,325.8
US1NYNG0002,"NORTH TONAWANDA 1.0 NNE, NY US",43.05725,-78.86175,176.2
USC00300870,"BREWERTON LOCK 23, NY US",43.2386,-76.1964,114.9
US1NYOD0043,"HOLLAND PATENT 1.1 WNW, NY US",43.2470657676458,-75.2775424718857,237.4
US1NYMG0001,"FORT PLAIN 0.2 SE, NY US",42.929985,-74.62643,94.2
US1NYSC0027,"NISKAYUNA 2.9 SSE, NY US",42.779114,-73.872421,114
US1NYRN0001,"AVERILL PARK 0.9 WNW, NY US",42.6391,-73.5698,192.9
US1NYSC0026,"NISKAYUNA 0.4 S, NY US",42.81078,-73.89764,125.9
US1NYMG0005,"AMSTERDAM 1.0 NNW, NY US",42.95467,-74.20085,163.1
US1NYOR0021,"PORT JERVIS 2.9 ESE, NY US",41.3599,-74.6409,416.1
US1NYMG0003,"HESSVILLE 1.8 WSW, NY US",42.8643,-74.7214,320
US1NYMG0002,"FONDA 5.2 W, NY US",42.964282,-74.47564,291.4
US1NYAB0023,"ALBANY 0.7 SW, NY US",42.660193,-73.810343,78
US1NYAB0021,"NWS ALBANY, NY US",42.6812,-73.8165,79.2
US1NYMR0065,"SCOTTSVILLE 0.4 NW, NY US",43.02539,-77.75963,180.4
US1NYOR0019,"GREENWOOD LAKE 3.0 SW, NY US",41.189,-74.3265,195.1
USC00309072,"WELLSVILLE, NY US",42.1173,-77.9475,460.2
US1NYOR0018,"WALDEN 1.3 S, NY US",41.541027,-74.1879,125.9
US1NYOR0017,"PINE BUSH 3.4 WSW, NY US",41.587962,-74.357663,126.8
US1NYQN0026,"JACKSON HEIGHTS 0.3 WSW, NY US",40.754411,-73.888164,18
US1NYOL0005,"MEDINA 0.4 WNW, NY US",43.223,-78.39539,164.6
US1NYNG0012,"LOCKPORT 0.8 NE, NY US",43.176446,-78.683391,158.8
USC00305714,"NEWCOMB, NY US",43.9707,-74.222,502
USC00305715,"NEWFANE, NY US",43.28809,-78.7068,104.2
US1NYOD0019,"NEW HARTFORD 0.8 S, NY US",43.06182,-75.289864,211.8
US1NYWS0008,"GRANVILLE 9.5 SW, NY US",43.31163,-73.39613,234.4
US1NYSY0001,"SMITH VALLEY 1.9 SE, NY US",42.39072,-76.71761,426.1
USC00301708,"CONKLINGVILLE DAM, NY US",43.3203,-73.9256,246.3
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",43.22417,-75.39563,144.7
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",44.63923,-73.46312,50.4
US1NYWS0010,"SALEM 2.3 SSE, NY US",43.143967,-73.307856,246.3
US1NYSC0032,"SCHENECTADY 1.5 ENE, NY US",42.813476,-73.902739,121.3
US1NYSC0031,"NISKAYUNA 0.7 NE, NY US",42.824535,-73.887249,119.8
US1NYSC0030,"AMSTERDAM 6.4 E, NY US",42.934625,-74.065023,214.6
USC00305840,"NIAGARA FALLS, NY US",43.0856,-78.972,179.2
US1NYOD0023,"DURHAMVILLE 3.5 NNW, NY US",43.17115,-75.68279,120.1
USC00304996,"MALONE, NY US",44.8418,-74.306,267.6
USC00305606,"MOUNT SINAI, NY US",40.933,-73.0191,15.2
US1NYAB0001,"ALTAMONT 2.7 SSW, NY US",42.66696,-74.05088,445
US1NYSY0011,"DUNDEE 6.2 E, NY US",42.5221,-76.8558,331.9
USC00300608,"BENNETTS BRIDGE, NY US",43.5318,-75.9526,201.2
US1NYCM0010,"VAN ETTEN 0.3 ENE, NY US",42.2,-76.55,182.9
US1NYCM0017,"PINE CITY 3.1 SE, NY US",42.002183,-76.830849,484
US1NYYT0008,"MIDDLESEX 3.5 S, NY US",42.6539,-77.266,286.5
US1NYCM0013,"ELMIRA 0.7 WNW, NY US",42.097495,-76.823097,269.4
US1NYST0003,"SOUTH CORNING 4.7 S, NY US",42.05672,-77.04847,527.3
US1NYER0104,"WILLIAMSVILLE 2.2 NNW, NY US",42.99422,-78.752629,179.5
US1NYOG0046,"BALDWINSVILLE 3.5 NE, NY US",43.195063,-76.288349,118.9
US1NYER0102,"CHEEKTOWAGA 2.7 NE, NY US",42.941192,-78.719333,214.3
US1NYTG0005,"BERKSHIRE 2.0 N, NY US",42.334631,-76.189915,335.3
US1NYTG0008,"APALACHIN 2.8 ESE, NY US",42.052877,-76.119857,315.2
US1NYAL0002,"WEST ALMOND 3.6 SW, NY US",42.27055,-77.94195,555.7
US1NYST0010,"SAVONA 4.7 S, NY US",42.216667,-77.216667,451.1
US1NYHM0011,"INLET 0.8 SE, NY US",43.7451,-74.7827,545
US1NYHM0010,"LAKE PLEASANT 2.3 WSW, NY US",43.4549,-74.45287,538.6
USC00304537,"LAKE LUZERNE, NY US",43.2613,-73.8343,185.9
US1NYER0236,"BUFFALO 3.9 N, NY US",42.945674,-78.847334,186.5
US1NYER0234,"EAST AMHERST 1.3 WSW, NY US",43.0131,-78.7222,178.3
USC00300707,"BLACK RIVER, NY US",44.0002,-75.813,158.5
US1NYTG0015,"BERKSHIRE 1.9 ENE, NY US",42.3191,-76.2194,470.9
US1NYAL0011,"WELLSVILLE 2.4 ENE, NY US",42.1375,-77.9055,478.2
US1NYOG0028,"BREWERTON 1.5 ESE, NY US",43.228345,-76.113248,118.9
US1NYER0245,"CHEEKTOWAGA 1.9 NNW, NY US",42.934651,-78.764595,203.3
US1NYER0122,"CHEEKTOWAGA 2.4 NW, NY US",42.9345703125,-78.7829513549805,204.5
US1NYKN0025,"BROOKLYN 3.1 NW, NY US",40.6846,-73.9867,5.5
US1NYTG0028,"ENDICOTT 3.7 WSW, NY US",42.076295,-76.129914,341.1
US1NYJF0030,"WEST CARTHAGE 0.3 ENE, NY US",43.9749374389648,-75.6164016723633,240.8
USC00300937,"BROCKPORT, NY US",43.216,-77.9529,151.8
US1NYTG0026,"CANDOR 0.7 NW, NY US",42.234287,-76.347584,274.9
US1NYUL0015,"STONE RIDGE 0.7 N, NY US",41.85155,-74.151624,117.7
US1NYUL0016,"ROSENDALE VILLAGE 1.8 WNW, NY US",41.8608333,-74.1075,90.8
US1NYST0033,"BATH 4.2 E, NY US",42.339689,-77.236666,503.5
US1NYUL0019,"WOODSTOCK 0.8 ENE, NY US",42.04097,-74.095882,150.9
US1NYST0030,"CORNING 0.7 NNW, NY US",42.1573149,-77.060046,286.2
USC00304555,"LAKE PLACID 2 S, NY US",44.3042,-73.9839,575.5
USC00308910,"WALES, NY US",42.7392,-78.5878,345.9
USC00303087,"FULTON, NY US",43.3049,-76.3938,109.7
US1NYON0022,"GENEVA 1.2 SW, NY US",42.85122,-76.9987,183.5
USC00307705,"SHERBURNE, NY US",42.6773,-75.5066,333.8
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",42.44915,-76.44905,292.6
US1NYER0138,"EAST AURORA 3.4 NNE, NY US",42.814,-78.5967,269.4
US1NYOG0012,"CLAY 4.6 NW, NY US",43.2,-76.26,115.8
US1NYTG0030,"CANDOR 1.4 W, NY US",42.23136,-76.36536,285
US1NYER0135,"WEST SENECA 1.5 NW, NY US",42.853983,-78.771591,187.5
US1NYOG0010,"CAMILLUS 1.0 W, NY US",43.039618,-76.328271,247.5
US1NYUL0020,"ULSTER PARK 0.9 NNW, NY US",41.867677,-73.987955,53.6
US1NYSR0059,"GANSEVOORT 3.7 WNW, NY US",43.22415,-73.714793,128.3
US1NYUL0023,"WEST HURLEY 0.1 S, NY US",42.004552,-74.110947,185
US1NYHM0009,"HOFFMEISTER 2.0 E, NY US",43.386954,-74.677238,594.1
US1NYHM0008,"LONG LAKE 1.2 N, NY US",43.9907,-74.4188,546.5
US1NYSR0057,"TOWN OF PROVIDENCE 2.3 E, NY US",43.0943718,-73.995285,414.8
US1NYHM0006,"LONG LAKE 0.1 SSE, NY US",43.97155,-74.41997,506.6
US1NYST0045,"CORNING 2.9 N, NY US",42.188417,-77.064787,449.9
US1NYUL0028,"KERHONKSON 3.7 N, NY US",41.832149,-74.301159,273.1
US1NYJF0026,"MANNSVILLE 0.3 SE, NY US",43.7122459411621,-76.062126159668,189.6
US1NYST0044,"BATH 1.3 E, NY US",42.3401,-77.294,348.1
US1NYUL0029,"HIGHLAND 0.2 SW, NY US",41.714862,-73.968399,116.7
US1NYHM0001,"SPECULATOR 10.0 SSW, NY US",43.451331,-74.47115,524.9
US1NYON0018,"CANANDAIGUA 4.3 SE, NY US",42.840972,-77.225832,281
US1NYST0041,"PAINTED POST 0.7 SSE, NY US",42.1537,-77.0869,286.5
US1NYON0017,"CANANDAIGUA 4.6 S, NY US",42.822,-77.2884,256.6
USC00304684,"LE ROY 1 E, NY US",42.9736,-77.96719,272.8
USC00304564,"LAKE VIEW 1 NE, NY US",42.73186,-78.924,197.2
US1NYDT0024,"RED HOOK 1.2 NNE, NY US",42.009676,-73.864194,65.8
USC00304565,"LAKESIDE, NY US",43.3667,-78.2791,87.8
US1NYDT0023,"BEACON 0.7 SE, NY US",41.49696,-73.95587,70.7
US1NYCQ0042,"DEWITTVILLE 1.0 SSE, NY US",42.225406,-79.438151,409.7
US1NYCQ0041,"MAYVILLE 0.2 ESE, NY US",42.25194,-79.49809,432.2
US1NYFL0009,"NORTHVILLE 0.6 N, NY US",43.23027778,-74.17222222,266.7
US1NYFL0007,"BROADALBIN 4.7 ESE, NY US",43.039401,-74.108452,285.3
US1NYRC0016,"STATEN ISLAND 2.6 N, NY US",40.615654,-74.145561,11.3
US1NYUL0031,"HURLEY 2.2 S, NY US",41.881496,-74.056262,50
US1NYNS0046,"MASSAPEQUA PARK 1.2 N, NY US",40.698077,-73.449893,10.7
US1NYCY0002,"CAYUGA 3.2 ESE, NY US",42.89659,-76.67266,158.5
US1NYUL0034,"WALLKILL 3.7 E, NY US",41.6184,-74.0938,170.7
US1NYSR0046,"SCHUYLERVILLE 1.6 SSW, NY US",43.0823,-73.5972,64
USC00300910,"BRISTOL HARBOUR, NY US",42.7479,-77.3426,286.5
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",40.82121,-72.86742,20
US1NYCY0005,"DUCK LAKE, NY US",43.142047,-76.688879,122.2
US1NYUL0037,"SAUGERTIES 4.7 NW, NY US",42.121655,-74.014073,114.6
US1NYUL0038,"HIGHLAND 2.3 NW, NY US",41.738779,-73.999533,112.8
US1NYUL0039,"HIGHLAND 2.6 NNE, NY US",41.752564,-73.948472,74.4
US1NYCY0008,"AUBURN 8.3 SSE, NY US",42.828694,-76.486712,320
US1NYMD0022,"ONEIDA 0.4 NW, NY US",43.08012,-75.66858,172.2
US1NYSR0040,"MECHANICVILLE 3.4 WSW, NY US",42.888751,-73.754659,114.3
US1NYDT0029,"POUGHKEEPSIE 5.3 S, NY US",41.61955,-73.91306667,51.5
USC00307842,"SODUS 1 W, NY US",43.2359,-77.0841,135.3
USC00304575,"LANSING MANOR, NY US",42.4486,-74.4653,338.3
US1NYER0151,"CLARENCE CENTER 0.2 ESE, NY US",43.007421,-78.629174,197.5
US1NYWC0035,"LARCHMONT 1.1 NNE, NY US",40.94166,-73.74846,14.9
USC00308932,"WALTON 2, NY US",42.1847,-75.1455,451.1
US1NYER0150,"EDEN 1.4 SSE, NY US",42.634848,-78.886219,318.8
US1NYWC0034,"THORNWOOD 0.7 NW, NY US",41.120326,-73.776146,110.9
US1NYDT0012,"LAGRANGEVILLE 3.4 NE, NY US",41.6846,-73.7205,197.5
US1NYDT0010,"POUGHKEEPSIE 3.9 SSE, NY US",41.647,-73.897,72.5
USC00303184,"GENEVA RESEARCH FARM, NY US",42.8766,-77.0307,218.8
US1NYWC0037,"YORKTOWN HEIGHTS 1.6 E, NY US",41.26961,-73.75164,132.9
US1NYER0039,"HAMBURG 0.4 WSW, NY US",42.722525,-78.843324,241.4
USR0000NGAN,"GANG MILLS NEW YORK, NY US",42.1,-77.1,335.3
US1NYSR0029,"CLIFTON PARK 2.7 S, NY US",42.821268,-73.785458,88.1
US1NYER0158,"EAST AURORA 2.7 SSE, NY US",42.729368,-78.605611,330.7
US1NYRC0002,"STATEN ISLAND 1.4 SE, NY US",40.567385,-74.132695,21.9
US1NYWC0032,"BRIARCLIFF MANOR 1.3 NE, NY US",41.15012,-73.82329,91.7
US1NYRC0001,"STATEN ISLAND 4.5 SSE, NY US",40.542096,-74.147558,10.7
US1NYNS0042,"ALBERTSON 0.2 SSE, NY US",40.769131,-73.647484,43.3
US1NYMD0016,"CHITTENANGO 2.1 ESE, NY US",43.03297,-75.83482,208.2
US1NYOG0070,"SKANEATELES 9.1 SE, NY US",42.8408,-76.3164,405.4
US1NYOG0071,"LIVERPOOL 6.1 NNW, NY US",43.188769,-76.251939,132.9
US1NYNS0034,"WANTAGH 0.3 ESE, NY US",40.666824,-73.505371,4.3
US1NYCY0014,"CAYUGA 4.0 NNE, NY US",42.97516,-76.70716,143.9
US1NYMD0010,"CAZENOVIA 2.9 SE, NY US",42.90003,-75.81137,445.9
US1NYRL0008,"STONY POINT 0.7 NW, NY US",41.2349,-74.0079,42.7
USC00306525,"PERRYSBURG, NY US",42.4647,-79.003,368.8
US1NYWC0022,"SOUTH SALEM 0.8 N, NY US",41.284795,-73.552794,157.6
USC00305679,"NEWARK, NY US",43.04657,-77.08411,131.1
USC00303050,"FREEVILLE 1 NE, NY US",42.5178,-76.3351,317.6
US1NYPT0002,"BEACON 4.2 ESE, NY US",41.4807,-73.8911,260.3
US1NYSR0016,"BALLSTON SPA 2.9 ESE, NY US",42.99,-73.8,110.6
US1NYER0166,"BOSTON 2.5 NE, NY US",42.6548,-78.703,490.7
US1NYSR0022,"GREENFIELD CENTER 1.6 W, NY US",43.126838684082,-73.8785858154297,183.8
US1NYOG0061,"SKANEATELES 0.8 NNW, NY US",42.95538,-76.433621,285.6
US1NYCY0026,"AURORA 2.4 N, NY US",42.786382,-76.703445,152.7
US1NYNS0027,"PORT WASHINGTON 0.8 N, NY US",40.839167,-73.68025,52.1
US1NYDT0008,"MILLBROOK 3.2 SE, NY US",41.7523,-73.6488,312.1
US1NYGR0015,"ATHENS 0.3 WNW, NY US",42.268042,-73.81804,32.9
US1NYGR0014,"LEXINGTON 1.5 N, NY US",42.26024,-74.35875,583.1
USC00306774,"PORT JERVIS, NY US",41.3891,-74.6905,176.8
USC00307742,"SHRUB OAK, NY US",41.3325,-73.837,140.8
US1NYER0053,"WEST SENECA 1.9 W, NY US",42.836038,-78.789668,185.9
US1NYER0051,"CLARENCE CENTER 0.9 N, NY US",43.021179,-78.630996,192.3
USC00302197,"DUNKIRK, NY US",42.4718,-79.33371,192.3
US1NYER0050,"EAST AURORA 0.1 ENE, NY US",42.7675,-78.6158,280.1
US1NYWC0011,"PEEKSKILL 0.4 N, NY US",41.2944183349609,-73.9229278564453,54.6
US1NYWC0018,"ARMONK 0.3 SE, NY US",41.12996,-73.708161,117.3
USC00307749,"SILVER SPRINGS 3 N, NY US",42.7058,-78.0937,508.1
USC00308839,"VICTOR 2 NW, NY US",43.00299,-77.4484,199.3
US1NYER0059,"KENMORE 0.3 ESE, NY US",42.963156,-78.866894,186.5
US1NYER0057,"KENMORE 0.8 NW, NY US",42.973478,-78.881651,185
US1NYER0178,"WEST SENECA 2.5 SE, NY US",42.813745,-78.713997,236.8
US1NYER0177,"CLARENCE 3.8 SSW, NY US",42.960847,-78.665694,217
US1NYOG0052,"SYRACUSE 2.7 S, NY US",43.001525,-76.139518,131.1
US1NYER0054,"EAST AMHERST 1.2 WNW, NY US",43.02250248,-78.7189636,178
US1NYCY0034,"CAYUGA 1.7 NE, NY US",42.935817,-76.704183,151.8
US1NYCY0035,"AUBURN 5.1 WNW, NY US",42.96092,-76.66209,158.5
US1NYSR0015,"MALTA 2.6 NNW, NY US",43.008029,-73.803065,97.8
USC00306660,"PLATTSBURGH 1 S, NY US",44.6918,-73.4556,54.3
USC00307750,"SILVER CREEK, NY US",42.53848,-79.16654,198.1
US1NYDL0034,"SCHENEVUS 5.9 SSW, NY US",42.463813,-74.851466,492.9
US1NYWC0019,"ELMSFORD 0.8 SSW, NY US",41.042666,-73.822799,90.5
US1NYGR0006,"FREEHOLD 3.4 E, NY US",42.36045,-73.983468,229.8
USC00308962,"WARSAW 6 SW, NY US",42.6855,-78.2202,554.7
US1NYDL0032,"DELHI 6.6 WNW, NY US",42.321181,-75.029912,616.3
USC00308961,"WARSAW 4 W, NY US",42.7422,-78.20856,533.4
US1NYGR0007,"GREENVILLE 0.7 E, NY US",42.414,-74.009,248.7
USC00308600,"TROY LOCK AND DAM, NY US",42.7511,-73.6851,4.6
USC00308721,"UPTON COOP NWSFO NEW YORK, NY US",40.8656,-72.8643,24.4
